image_path,identity
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0115_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0116_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0117_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0118_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0119_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0120_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0121_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0122_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0123_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0124_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0125_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0126_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0127_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0128_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0129_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0130_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0131_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0132_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0133_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0134_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0135_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0136_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0137_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0138_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0139_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0140_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0141_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0142_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0143_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0144_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0145_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0146_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0147_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0148_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0149_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0150_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0151_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0152_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_foggy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_lowlight.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_noisy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_rainy.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_resized.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0153_sunny.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0154_blurred.jpg,Colin_Powell
data/raw/Task_B/train\Colin_Powell\distortion\Colin_Powell_0154_foggy.jpg,Colin_Powell
